"Control Record Model for: "	Fiduciary Agreement
"Record Type"	"Instance Record"	"Attribute"	"Description"	"Data Type"
"CR"	CR Fiduciary Relationship Arrangement Instance Record	Fiduciary Relationship Arrangement Account Type	"The type of account which is linked to Fiduciary Relationship Arrangement"	String
"CR"	CR Fiduciary Relationship Arrangement Instance Record	Fiduciary Relationship Arrangement Account Reference	"Reference to the account which is linked to Fiduciary Relationship Arrangement"	Object
"BQ"	BQ Fulfillment Instance Record	""	"Fulfill any scheduled and ad-hoc obligations under a service arrangement, most typically for a financial product or facility  within Fiduciary Agreement. . Example: Perform the scheduled (e.g. statements, standing orders) and ad-hoc/requested (e.g. balance inquiries, fund transfers) fulfillment tasks for a customer current account facility."	""
"BQ"	BQ Fulfillment Instance Record	Fulfillment Preconditions	"The required status/situation prior to the implementation of the feature"	String
"BQ"	BQ Fulfillment Instance Record	Fulfillment Feature Schedule	"The timing and key actions/milestones involved in completing the fulfillment feature instance"	String
"BQ"	BQ Fulfillment Instance Record	Fiduciary Arrangement Fulfillment	"The Fiduciary Relationship Arrangement specific Business Service"	Business Service
"BQ"	BQ Fulfillment Instance Record	Fulfillment Postconditions	"The completion status and any triggered/dependent actions once the feature instance has been fulfilled"	String
"BQ"	BQ Fulfillment Instance Record	Fulfillment Fiduciary Arrangement Fulfillment Service Type	"Reference to the specific business service type"	String
"BQ"	BQ Fulfillment Instance Record	Fulfillment Fiduciary Arrangement Fulfillment Service Description	"Description of the performed business service"	String
"BQ"	BQ Fulfillment Instance Record	Fulfillment Fiduciary Arrangement Fulfillment Service Inputs and Ouputs	"Mandatory and optional inputs and output information for the business service"	String
"BQ"	BQ Fulfillment Instance Record	Fulfillment Fiduciary Arrangement Fulfillment Service Work Product	"Documentation, meeting schedules, notes, reasearch. calculations and any other work products produced by the business service"	String
"BQ"	BQ Fulfillment Instance Record	Fulfillment Fiduciary Arrangement Fulfillment Service Name	""	String
"BQ"	BQ Fiduciary Agreement Outcome Instance Record	""	""	""
"BQ"	BQ Fiduciary Agreement Outcome Instance Record	Fiduciary Agreement Financial Facility	""	String
"BQ"	BQ Fiduciary Agreement Outcome Instance Record	Fiduciary Agreement Work Product	""	String
"BQ"	BQ Assessment and  Reporting Instance Record	""	"Fulfill any scheduled and ad-hoc obligations under a service arrangement, most typically for a financial product or facility  within Fiduciary Agreement. . Example: Perform the scheduled (e.g. statements, standing orders) and ad-hoc/requested (e.g. balance inquiries, fund transfers) fulfillment tasks for a customer current account facility."	""
"BQ"	BQ Assessment and  Reporting Instance Record	Assessment and  Reporting Preconditions	"The required status/situation prior to the implementation of the feature"	String
"BQ"	BQ Assessment and  Reporting Instance Record	Assessment and  Reporting Feature Schedule	"The timing and key actions/milestones involved in completing the fulfillment feature instance"	String
"BQ"	BQ Assessment and  Reporting Instance Record	Analysis and Reporting	"The Fiduciary Relationship Arrangement specific Business Service"	Business Service
"BQ"	BQ Assessment and  Reporting Instance Record	Assessment and  Reporting Postconditions	"The completion status and any triggered/dependent actions once the feature instance has been fulfilled"	String
"BQ"	BQ Assessment and  Reporting Instance Record	Assessment and  Reporting Analysis and Reporting Service Type	"Reference to the specific business service type"	String
"BQ"	BQ Assessment and  Reporting Instance Record	Assessment and  Reporting Analysis and Reporting Service Description	"Description of the performed business service"	String
"BQ"	BQ Assessment and  Reporting Instance Record	Assessment and  Reporting Analysis and Reporting Service Inputs and Ouputs	"Mandatory and optional inputs and output information for the business service"	String
"BQ"	BQ Assessment and  Reporting Instance Record	Assessment and  Reporting Analysis and Reporting Service Work Product	"Documentation, meeting schedules, notes, reasearch. calculations and any other work products produced by the business service"	String
"BQ"	BQ Assessment and  Reporting Instance Record	Assessment and  Reporting Analysis and Reporting Service Name	""	String
"BQ"	BQ Agreement Instance Record	""	"Fulfill any scheduled and ad-hoc obligations under a service arrangement, most typically for a financial product or facility  within Fiduciary Agreement. . Example: Perform the scheduled (e.g. statements, standing orders) and ad-hoc/requested (e.g. balance inquiries, fund transfers) fulfillment tasks for a customer current account facility."	""
"BQ"	BQ Agreement Instance Record	Agreement Preconditions	"The required status/situation prior to the implementation of the feature"	String
"BQ"	BQ Agreement Instance Record	Agreement Feature Schedule	"The timing and key actions/milestones involved in completing the fulfillment feature instance"	String
"BQ"	BQ Agreement Instance Record	Business Service	"The Fiduciary Relationship Arrangement specific Business Service"	Business Service
"BQ"	BQ Agreement Instance Record	Agreement Postconditions	"The completion status and any triggered/dependent actions once the feature instance has been fulfilled"	String
"BQ"	BQ Agreement Instance Record	Agreement Service Type	"Reference to the specific business service type"	String
"BQ"	BQ Agreement Instance Record	Agreement Service Description	"Description of the performed business service"	String
"BQ"	BQ Agreement Instance Record	Agreement Service Inputs and Ouputs	"Mandatory and optional inputs and output information for the business service"	String
"BQ"	BQ Agreement Instance Record	Agreement Service Work Product	"Documentation, meeting schedules, notes, reasearch. calculations and any other work products produced by the business service"	String
"BQ"	BQ Agreement Instance Record	Agreement Service Name	""	String
"BQ"	BQ Fees Instance Record	""	"Fulfill any scheduled and ad-hoc obligations under a service arrangement, most typically for a financial product or facility  within Fiduciary Agreement. . Example: Perform the scheduled (e.g. statements, standing orders) and ad-hoc/requested (e.g. balance inquiries, fund transfers) fulfillment tasks for a customer current account facility."	""
"BQ"	BQ Fees Instance Record	Fees Preconditions	"The required status/situation prior to the implementation of the feature"	String
"BQ"	BQ Fees Instance Record	Fees Feature Schedule	"The timing and key actions/milestones involved in completing the fulfillment feature instance"	String
"BQ"	BQ Fees Instance Record	Business Service	"The Fiduciary Relationship Arrangement specific Business Service"	Business Service
"BQ"	BQ Fees Instance Record	Fees Postconditions	"The completion status and any triggered/dependent actions once the feature instance has been fulfilled"	String
"BQ"	BQ Fees Instance Record	Fees Service Type	"Reference to the specific business service type"	String
"BQ"	BQ Fees Instance Record	Fees Service Description	"Description of the performed business service"	String
"BQ"	BQ Fees Instance Record	Fees Service Inputs and Ouputs	"Mandatory and optional inputs and output information for the business service"	String
"BQ"	BQ Fees Instance Record	Fees Service Work Product	"Documentation, meeting schedules, notes, reasearch. calculations and any other work products produced by the business service"	String
"BQ"	BQ Fees Instance Record	Fees Service Name	""	String
