"Control Record Model for: "	Credit Facility
"Record Type"	"Instance Record"	"Attribute"	"Description"	"Data Type"
"BQ"	BQ Service Fees Instance Record	Accrual Fee Type	"The fee or penalty type being tracked"	
"BQ"	BQ Service Fees Instance Record	Accrual Fee Charge	"The accrued amount of fees and penalties"	
"BQ"	BQ Repayment Instance Record	""	""	""
"BQ"	BQ Repayment Instance Record	Repayment Instance Record	"Handles loan repayments (note scheduled and balloon repayments as might apply are combined under this category)"	
"BQ"	BQ Repayment Instance Record	Repayment Transaction Type	"The type of repayment (e.g. scheduled repayment, balloon/early termination)"	
"BQ"	BQ Repayment Instance Record	Repayment Transaction Payer Reference	"Reference to the payer"	
"BQ"	BQ Repayment Instance Record	Repayment Transaction Payer Product Instance Reference	"Reference to the account where the payment is made from"	
"BQ"	BQ Repayment Instance Record	Repayment Transaction Payer Bank Reference	"Reference to the payer's bank"	
"BQ"	BQ Repayment Instance Record	Repayment Transaction Amount	"The amount of the repayment"	
"BQ"	BQ Repayment Instance Record	Repayment Transaction Currency	"The currency used for the repayment"	
"BQ"	BQ Repayment Instance Record	Repayment Transaction Value Date	"The value date for the repayment transaction"	
"BQ"	BQ Maintenance Instance Record	""	""	""
"BQ"	BQ Maintenance Instance Record	Maintenance Instance Record	"Handles key maintenance activities, mostly the assembly and delivery of credit facility status analyses in ad-hoc reports"	
"BQ"	BQ Maintenance Instance Record	Maintenance Report Type	"The type of maintenance action and report processed (e.g. tax, regulatory, accounting)"	
"BQ"	BQ Maintenance Instance Record	Credit Facility Tax Report	"A report summarizing tax considerations"	
"BQ"	BQ Maintenance Instance Record	Credit Facility Fee Type	"The type of fee applied"	
"BQ"	BQ Maintenance Instance Record	Credit Facility Fees	"A report detailing fees applied to the loan account (range of fees possible for different actions)"	
"BQ"	BQ Maintenance Instance Record	Credit Facility Penalties	"A report detailing penalties incurred as booked against loan account"	
"BQ"	BQ Maintenance Instance Record	Credit Facility Collateral Valuation	"A report detailing the current applied collateral valuation (value confirmed as of date)"	
"BQ"	BQ Restructuring Instance Record	""	""	""
"BQ"	BQ Restructuring Instance Record	Restructuring Instance Record	"Attributes associated with outlining credit facility account restructuring"	
"BQ"	BQ Restructuring Instance Record	Restructuring Task	"Description of the restructuring required"	
"BQ"	BQ Restructuring Instance Record	Restructuring Evaluation	"Definition of issue to resolve and the restructuring solution with associated changes to the credit facility terms and the assessed impact"	
"BQ"	BQ Restructuring Instance Record	Restructuring Write Down	"Calculated loss/costs of restructuring the credit facility"	
