"Control Record Model for: "	Syndicated Loan
"Record Type"	"Instance Record"	"Attribute"	"Description"	"Data Type"
"BQ"	BQ Structuring Instance Record	""	"Fulfill any scheduled and ad-hoc obligations under a service arrangement, most typically for a financial product or facility  within Syndicated Loan. . Example: Perform the scheduled (e.g. statements, standing orders) and ad-hoc/requested (e.g. balance inquiries, fund transfers) fulfillment tasks for a customer current account facility."	""
"BQ"	BQ Structuring Instance Record	Structuring Preconditions	"The required status/situation prior to the implementation of the feature"	String
"BQ"	BQ Structuring Instance Record	Structuring Feature Schedule	"The timing and key actions/milestones involved in completing the fulfillment feature instance"	String
"BQ"	BQ Structuring Instance Record	Syndicated Loan Arrangement	"The Syndicated Loan Arrangement specific Business Service"	Business Service
"BQ"	BQ Structuring Instance Record	Structuring Postconditions	"The completion status and any triggered/dependent actions once the feature instance has been fulfilled"	String
"BQ"	BQ Structuring Instance Record	Structuring Syndicated Loan Arrangement Service Type	"Reference to the specific business service type"	String
"BQ"	BQ Structuring Instance Record	Structuring Syndicated Loan Arrangement Service Description	"Description of the performed business service"	String
"BQ"	BQ Structuring Instance Record	Structuring Syndicated Loan Arrangement Service Inputs and Ouputs	"Mandatory and optional inputs and output information for the business service"	String
"BQ"	BQ Structuring Instance Record	Structuring Syndicated Loan Arrangement Service Work Product	"Documentation, meeting schedules, notes, reasearch. calculations and any other work products produced by the business service"	String
"BQ"	BQ Structuring Instance Record	Structuring Syndicated Loan Arrangement Service Name	""	String
