"Control Record Model for: "	Credit Facility
"Record Type"	"Instance Record"	"Attribute"	"Description"	"Data Type"
"BQ"	BQ Maintenance Instance Record	Credit Facility Tax Report	"A report summarizing tax considerations"	String
"BQ"	BQ Maintenance Instance Record	Credit Facility Fee Type	"The type of fee applied"	String
"BQ"	BQ Maintenance Instance Record	Credit Facility Fees	"A report detailing fees applied to the loan account (range of fees possible for different actions)"	String
"BQ"	BQ Maintenance Instance Record	Credit Facility Penalties	"A report detailing penalties incurred as booked against loan account"	String
"BQ"	BQ Maintenance Instance Record	Credit Facility Collateral Valuation	"A report detailing the current applied collateral valuation (value confirmed as of date)"	String
"BQ"	BQ Restructuring Instance Record	""	""	""
"BQ"	BQ Restructuring Instance Record	Restructuring Task	"Description of the restructuring required"	String
"BQ"	BQ Restructuring Instance Record	Restructuring Evaluation	"Definition of issue to resolve and the restructuring solution with associated changes to the credit facility terms and the assessed impact"	String
"BQ"	BQ Restructuring Instance Record	Restructuring Write Down	"Calculated loss/costs of restructuring the credit facility"	String
"BQ"	BQ Repayment Instance Record	""	""	""
"BQ"	BQ Repayment Instance Record	Repayment Transaction Type	"The type of repayment (e.g. scheduled repayment, balloon/early termination)"	String
"BQ"	BQ Repayment Instance Record	Repayment Transaction Payer Reference	"Reference to the payer"	Object
"BQ"	BQ Repayment Instance Record	Repayment Transaction Payer Product Instance Reference	"Reference to the account where the payment is made from"	Object
"BQ"	BQ Repayment Instance Record	Repayment Transaction Payer Bank Reference	"Reference to the payer's bank"	Object
"BQ"	BQ Repayment Instance Record	Repayment Transaction Amount	"The amount of the repayment"	Amount
"BQ"	BQ Repayment Instance Record	Repayment Transaction Currency	"The currency used for the repayment"	CurrencyCode
"BQ"	BQ Repayment Instance Record	Repayment Transaction Value Date	"The value date for the repayment transaction"	Date
