"Control Record Model for: "	Customer Offer
"Record Type"	"Instance Record"	"Attribute"	"Description"	"Data Type"
"BQ"	BQ Audit Instance Record	Guideline Compliance Adjustment Requirement	"Any required changes to the offer needed to comply"	String
"BQ"	BQ Audit Instance Record	Guideline Compliance Check Assessment	"The result of the compliance assessment"	String
"BQ"	BQ Booking Instance Record	""	"Handles the booking of the asset or liability to the appropriate unit. "	""
"BQ"	BQ Booking Instance Record	Business Unit Reference	"Defines the booking entity"	Object
"BQ"	BQ Booking Instance Record	Asset/Liability Type	"Defines the booking rules (e.g. booking  value ratios)"	String
"BQ"	BQ Booking Instance Record	Amount	"The principle amount for booking"	String
"BQ"	BQ Credit Instance Record	""	"Handles the required credit checks and assessments. "	""
"BQ"	BQ Credit Instance Record	Customer Credit Rating	"The customer's current credit rating"	String
"BQ"	BQ Credit Instance Record	Credit Authorization Decision Reference	"Reference to the authorization if an aspect of the offer procedure"	Object
"BQ"	BQ Credit Instance Record	Credit Authorization Decision	"The credit decision (indicates credit position is adequate for the offer)"	String
"BQ"	BQ Agreement Instance Record	""	"Handles the set-up of the master agreement and product specific terms and conditions"	""
"BQ"	BQ Agreement Instance Record	Customer Agreement Instance Reference	"Reference to the associated master agreement that is accessed during the offer procedure"	Object
"BQ"	BQ Agreement Instance Record	Sales Product Agreement Instance Reference	"Reference to the product specific agreement that is set-up as a result of the offer procedure (when successful)"	Object
"BQ"	BQ Product Initialization Instance Record	""	"At the successful completion of required tasks, the product is initialized. "	""
"BQ"	BQ Product Initialization Instance Record	Product Instance Reference	"Reference to a specific product instance if the offer is accepted and the product set-up initiated"	Object
"BQ"	BQ Correspondence and Documents Instance Record	""	""	""
"BQ"	BQ Correspondence and Documents Instance Record	Customer Offer Required Documents	"Description of the required documents and time limits on receipt where appropriate"	String
"BQ"	BQ Correspondence and Documents Instance Record	Correspondence Instance Reference	"Reference to the correspondence generated and received"	Object
"BQ"	BQ Correspondence and Documents Instance Record	Correspondence Content	"Correspondence content - messages sent to and received from involved parties"	String
"BQ"	BQ Correspondence and Documents Instance Record	Document Directory Entry Instance Reference	"The document reference for associated documents"	Object
"BQ"	BQ Correspondence and Documents Instance Record	Document Content	"Document copy/content - legal or significant documents created & referenced"	String
